company,industry,country,year,month,stage,company_size,layoffs_count,layoffs_pct,funds_raised_m,reason,stock_impact_pct,severity
Bolt,Social Media,USA,2020,7,Series B,117702,4912,0.0417,104.1,Restructuring,,Low
Unity,SaaS,USA,2024,11,Series C,122889,9765,0.0795,354.6,Restructuring,,Medium
Airbnb,Cloud Computing,USA,2023,2,Series A,110025,15314,0.1392,38.9,Regulatory Pressure,,Medium
Amazon,EdTech,USA,2023,7,Series D+,5146,1229,0.2388,882.8,Restructuring,,High
Meta,Cloud Computing,India,2020,1,Series C,40213,402,0.01,172.1,Restructuring,,Low
Twitter/X,Logistics,UK,2023,5,Series C,68436,7003,0.1023,371.4,Merger/Acquisition,,Medium
Netflix,Cloud Computing,Singapore,2023,9,Series D+,22685,303,0.0134,603.8,Over-hiring Post-COVID,,Low
Cisco,Logistics,USA,2023,7,Public,84763,847,0.01,4350.8,Market Downturn,-3.5,Low
Amazon,Cloud Computing,India,2023,7,Public,52607,10382,0.1974,5475.5,Cost Cutting,-3.33,High
Google,EdTech,UK,2024,11,Public,18063,2954,0.1636,5206.2,Over-hiring Post-COVID,-6.06,High
Dropbox,EdTech,UK,2023,12,Series A,71229,11108,0.156,40.4,Product Pivot,,High
Intel,FinTech,USA,2021,2,Public,16201,3137,0.1937,3498.7,Market Downturn,-3.14,High
Netflix,Social Media,UK,2023,8,Public,128831,10515,0.0816,4400.9,Market Downturn,-6.31,Medium
Twitter/X,EdTech,UK,2023,3,Series B,99780,8520,0.0854,120.1,Regulatory Pressure,,Medium
Gorillas,Logistics,India,2023,8,Public,39165,11548,0.2949,2249.8,Restructuring,-2.42,High
Getir,EdTech,Singapore,2022,3,Series D+,16457,1650,0.1003,652.0,Over-hiring Post-COVID,,Medium
Twilio,FinTech,USA,2022,10,Public,46508,8316,0.1788,5775.4,Regulatory Pressure,0.85,High
Stripe,HealthTech,USA,2024,7,Private Equity,62420,7522,0.1205,733.5,Product Pivot,,Medium
Opendoor,Logistics,UK,2023,2,Series A,114328,1143,0.01,58.5,Restructuring,,Low
Klarna,FinTech,UK,2024,4,Series A,124352,1243,0.01,60.3,Restructuring,,Low
Shopify,Gaming,USA,2023,11,Series D+,133198,9814,0.0737,401.6,IPO Preparation,,Medium
LinkedIn,Gaming,Canada,2023,6,Series B,91315,18672,0.2045,185.2,IPO Preparation,,High
Oracle,E-Commerce,Brazil,2023,11,Public,38811,7104,0.1831,4712.8,IPO Preparation,0.02,High
Snap,Cloud Computing,Singapore,2024,9,Public,32856,6345,0.1931,5837.0,Merger/Acquisition,0.95,High
Twilio,Social Media,USA,2023,5,Public,4309,176,0.041,4006.7,Regulatory Pressure,-1.4,Low
Dropbox,Cybersecurity,France,2023,9,Series C,35375,8817,0.2493,410.8,Cost Cutting,,High
Wayfair,AI/ML,India,2022,5,Series D+,9965,426,0.0428,930.0,Market Downturn,,Low
Oracle,FinTech,UK,2023,10,Series D+,74344,10187,0.137,539.5,Product Pivot,,Medium
Oracle,HealthTech,UK,2023,8,Public,87389,10414,0.1192,2669.6,Market Downturn,-10.57,Medium
HP,AI/ML,France,2022,1,Series D+,15750,1670,0.1061,332.7,Over-hiring Post-COVID,,Medium
Stripe,HealthTech,UK,2022,7,Series C,46523,10564,0.2271,322.6,Cost Cutting,,High
Amazon,Hardware,USA,2022,4,Series D+,101850,6476,0.0636,983.2,Restructuring,,Medium
PayPal,Hardware,UK,2022,5,Series B,16927,203,0.012,151.2,Cost Cutting,,Low
Stripe,Hardware,Germany,2022,6,Public,72143,8772,0.1216,4764.0,Restructuring,4.9,Medium
Shopify,AI/ML,USA,2022,5,Series B,135011,11882,0.088,64.5,Regulatory Pressure,,Medium
Microsoft,FinTech,Netherlands,2024,12,Series C,79172,30892,0.3902,218.2,IPO Preparation,,High
eBay,Cybersecurity,India,2023,1,Public,17800,3099,0.1741,7304.7,Cost Cutting,-2.88,High
Unity,AI/ML,India,2022,12,Public,60789,5304,0.0873,4030.7,Restructuring,-6.25,Medium
Opendoor,FinTech,USA,2020,9,Series C,148754,5282,0.0355,317.2,Market Downturn,,Low
Dropbox,EdTech,Germany,2023,2,Series B,20159,201,0.01,68.4,IPO Preparation,,Low
Gorillas,Cybersecurity,USA,2022,9,Series D+,10860,412,0.038,907.7,IPO Preparation,,Low
Cisco,Hardware,USA,2024,10,Public,21924,2832,0.1292,4084.6,IPO Preparation,-10.72,Medium
Salesforce,Logistics,UK,2023,2,Series A,98535,23075,0.2342,56.7,Market Downturn,,High
Airbnb,HealthTech,USA,2023,9,Series C,49291,10338,0.2097,392.8,Market Downturn,,High
Zoom,Hardware,Germany,2022,6,Series D+,134637,18624,0.1383,641.4,Market Downturn,,Medium
Bolt,Gaming,USA,2023,11,Series D+,12800,1205,0.0941,759.5,IPO Preparation,,Medium
Getir,Cloud Computing,USA,2022,9,Public,33870,4792,0.1415,3897.8,Cost Cutting,-2.98,Medium
Opendoor,Gaming,USA,2024,6,Series C,27709,2175,0.0785,129.7,Restructuring,,Medium
Oracle,Hardware,Brazil,2023,6,Series D+,21427,5516,0.2575,525.6,Market Downturn,,High
Gorillas,Cybersecurity,Germany,2022,11,Private Equity,35079,3678,0.1049,1618.9,Cost Cutting,,Medium
PayPal,Logistics,India,2022,2,Series D+,9532,1078,0.1131,904.1,Restructuring,,Medium
Getir,HealthTech,USA,2022,8,Series D+,93754,937,0.01,847.5,IPO Preparation,,Low
Intel,Logistics,USA,2023,3,Series C,78913,8235,0.1044,263.8,Cost Cutting,,Medium
Dropbox,AI/ML,Brazil,2022,7,Series A,114028,21313,0.1869,54.9,IPO Preparation,,High
Shopify,HealthTech,USA,2023,5,Series B,124416,4302,0.0346,123.1,Merger/Acquisition,,Low
Zoom,Hardware,USA,2022,3,Series D+,72802,4363,0.0599,1025.0,Market Downturn,,Medium
Robinhood,AI/ML,India,2023,1,Series C,86257,15820,0.1834,87.1,Over-hiring Post-COVID,,High
Peloton,FinTech,USA,2024,8,Series C,16432,164,0.01,170.7,Cost Cutting,,Low
Salesforce,Cybersecurity,Australia,2023,3,Series D+,26214,5364,0.2046,890.8,Market Downturn,,High
Robinhood,SaaS,UK,2023,2,Public,58303,4514,0.0774,2150.5,Product Pivot,2.66,Medium
Opendoor,FinTech,USA,2022,1,Series D+,134124,11925,0.0889,732.0,Restructuring,,Medium
Intel,E-Commerce,USA,2021,4,Public,57127,1718,0.0301,4395.8,Merger/Acquisition,-6.32,Low
Spotify,Logistics,USA,2023,8,Series A,80310,12066,0.1502,65.4,Market Downturn,,High
Snap,SaaS,Netherlands,2022,3,Public,45880,14534,0.3168,5800.0,Product Pivot,-4.69,High
Oracle,AI/ML,India,2022,1,Private Equity,65186,11897,0.1825,1599.5,Cost Cutting,,High
eBay,EdTech,USA,2020,4,Series D+,120821,6144,0.0509,1067.8,Cost Cutting,,Medium
Zoom,FinTech,USA,2022,9,Series C,45528,9599,0.2108,344.2,Product Pivot,,High
Coinbase,E-Commerce,India,2020,1,Series D+,146867,13903,0.0947,653.5,Merger/Acquisition,,Medium
Amazon,Social Media,Germany,2024,12,Public,113641,26132,0.23,7143.0,Product Pivot,-8.58,High
Meta,SaaS,USA,2022,11,Series D+,55748,10287,0.1845,444.9,Restructuring,,High
Bolt,Gaming,USA,2023,2,Public,11023,110,0.01,5646.5,Cost Cutting,4.69,Low
eBay,HealthTech,USA,2020,9,Series C,46030,1826,0.0397,114.3,Product Pivot,,Low
Unity,E-Commerce,India,2023,2,Series D+,14269,2790,0.1956,865.3,Over-hiring Post-COVID,,High
Zoom,Cybersecurity,Brazil,2022,3,Series B,112535,14869,0.1321,129.3,Over-hiring Post-COVID,,Medium
Cisco,SaaS,USA,2024,7,Public,80282,3058,0.0381,8352.9,Product Pivot,-14.62,Low
Cisco,FinTech,Germany,2024,3,Public,78882,5467,0.0693,1870.1,Restructuring,-1.82,Medium
Bolt,Cybersecurity,USA,2022,9,Series D+,111439,1114,0.01,607.7,Cost Cutting,,Low
Klarna,Gaming,USA,2024,6,Series A,145042,16379,0.1129,53.2,Over-hiring Post-COVID,,Medium
Opendoor,EdTech,USA,2024,3,Series C,79212,23514,0.2969,340.2,Product Pivot,,High
LinkedIn,Logistics,Australia,2024,9,Series D+,119143,21969,0.1844,857.7,IPO Preparation,,High
Shopify,Logistics,UK,2024,1,Series D+,107917,31860,0.2952,494.0,Product Pivot,,High
Twitter/X,Hardware,UK,2022,10,Public,138377,26373,0.1906,3818.4,Market Downturn,-5.28,High
Better.com,Cybersecurity,USA,2023,3,Private Equity,128756,26034,0.2022,2247.0,Product Pivot,,High
Bolt,AI/ML,USA,2020,1,Series C,101922,28326,0.2779,293.8,Restructuring,,High
Netflix,EdTech,USA,2021,2,Public,89800,13486,0.1502,5750.7,Over-hiring Post-COVID,-5.03,High
Uber,Logistics,Canada,2024,12,Series C,7130,748,0.105,286.2,Market Downturn,,Medium
Klarna,EdTech,USA,2022,8,Public,124974,25321,0.2026,2633.8,Over-hiring Post-COVID,-6.62,High
Oracle,E-Commerce,India,2023,7,Private Equity,99369,23481,0.2363,2060.3,Over-hiring Post-COVID,,High
Opendoor,EdTech,USA,2024,2,Public,16201,1322,0.0816,6006.5,Restructuring,-5.17,Medium
Stripe,Cloud Computing,USA,2024,2,Series C,146431,9118,0.0623,576.7,Product Pivot,,Medium
eBay,Gaming,UK,2024,9,Public,97785,12820,0.1311,2968.8,Restructuring,-3.1,Medium
Amazon,Logistics,USA,2022,6,Series C,118056,22019,0.1865,398.7,Product Pivot,,High
Stripe,EdTech,USA,2020,5,Series B,15521,2853,0.1838,57.0,Market Downturn,,High
Stripe,Cybersecurity,USA,2022,10,Series C,64861,648,0.01,318.9,Restructuring,,Low
Oracle,Social Media,India,2021,6,Series C,132817,36249,0.2729,417.2,Restructuring,,High
Meta,Cloud Computing,India,2020,9,Series A,10855,745,0.0687,6.8,IPO Preparation,,Medium
PayPal,Cloud Computing,USA,2022,11,Public,99341,9814,0.0988,4590.1,Merger/Acquisition,-7.07,Medium
PayPal,AI/ML,UK,2023,7,Public,17698,845,0.0478,3873.6,Cost Cutting,-5.3,Low
Klarna,EdTech,USA,2023,10,Public,67451,22654,0.3359,3596.1,Restructuring,6.66,High
Google,Hardware,USA,2022,10,Private Equity,133224,18566,0.1394,1731.1,Merger/Acquisition,,Medium
Gorillas,AI/ML,USA,2023,9,Series D+,19240,998,0.0519,1158.6,Regulatory Pressure,,Medium
Twilio,AI/ML,Netherlands,2022,4,Series B,4310,815,0.1891,113.6,Cost Cutting,,High
Getir,Social Media,USA,2020,2,Series C,124243,22553,0.1815,324.7,IPO Preparation,,High
Opendoor,E-Commerce,USA,2023,12,Public,148141,15552,0.105,5228.6,Product Pivot,-5.16,Medium
Intel,EdTech,USA,2023,8,Public,100355,18791,0.1872,5003.6,Regulatory Pressure,-2.1,High
Uber,FinTech,USA,2023,4,Public,27283,1472,0.054,2821.3,Product Pivot,-12.05,Medium
Gorillas,Logistics,India,2020,9,Series D+,122201,9845,0.0806,1154.7,Product Pivot,,Medium
Oracle,AI/ML,USA,2024,4,Public,78547,785,0.01,5590.4,Merger/Acquisition,-0.34,Low
Snap,Gaming,USA,2023,8,Public,9971,140,0.0141,5789.8,Merger/Acquisition,-9.71,Low
Intel,HealthTech,India,2023,9,Series A,111271,29443,0.2646,27.1,Cost Cutting,,High
SAP,Gaming,USA,2023,9,Private Equity,6663,1674,0.2513,1224.5,Product Pivot,,High
LinkedIn,Social Media,India,2024,10,Public,62571,7837,0.1253,4647.7,Over-hiring Post-COVID,-4.71,Medium
Uber,Social Media,Germany,2023,4,Public,16565,4191,0.253,1931.8,Regulatory Pressure,9.4,High
Lyft,Cybersecurity,USA,2023,1,Public,122823,13165,0.1072,1623.9,Restructuring,-0.78,Medium
Peloton,E-Commerce,India,2024,3,Series C,118469,11909,0.1005,227.9,Merger/Acquisition,,Medium
Zoom,Hardware,USA,2023,9,Series B,83956,10454,0.1245,145.1,Merger/Acquisition,,Medium
Oracle,Logistics,UK,2022,4,Public,19654,2162,0.11,3693.7,Merger/Acquisition,-3.77,Medium
Dropbox,SaaS,USA,2023,5,Public,106203,10916,0.1028,2962.4,Cost Cutting,-2.23,Medium
Gorillas,AI/ML,USA,2022,7,Series B,20729,4383,0.2115,80.9,Product Pivot,,High
SAP,Gaming,Germany,2022,5,Series C,53087,7008,0.132,245.4,Over-hiring Post-COVID,,Medium
Salesforce,HealthTech,France,2023,4,Public,50213,8887,0.177,4292.3,Restructuring,-7.09,High
Lyft,Social Media,Brazil,2024,2,Series C,21601,4374,0.2025,559.9,Restructuring,,High
PayPal,Social Media,Germany,2024,2,Public,40891,6176,0.1511,7109.2,Product Pivot,-2.2,High
Airbnb,E-Commerce,USA,2022,4,Series D+,73223,3103,0.0424,1127.9,Over-hiring Post-COVID,,Low
PayPal,HealthTech,USA,2023,10,Series B,100764,1186,0.0118,176.1,Cost Cutting,,Low
Intel,HealthTech,USA,2022,10,Series B,38421,5067,0.1319,72.1,Merger/Acquisition,,Medium
IBM,E-Commerce,UK,2024,9,Series D+,28960,3078,0.1063,408.8,Merger/Acquisition,,Medium
eBay,Social Media,USA,2024,8,Private Equity,92225,11711,0.127,835.9,Regulatory Pressure,,Medium
eBay,Logistics,Netherlands,2023,3,Series D+,58945,6997,0.1187,1227.0,Regulatory Pressure,,Medium
Wayfair,EdTech,USA,2024,9,Series B,82708,27019,0.3267,93.7,Regulatory Pressure,,High
Snap,EdTech,USA,2023,5,Series D+,106783,1450,0.0136,399.6,IPO Preparation,,Low
SAP,E-Commerce,USA,2023,11,Series A,86279,862,0.01,33.1,Product Pivot,,Low
Spotify,HealthTech,France,2020,3,Series A,3560,521,0.1466,36.2,Restructuring,,Medium
Oracle,AI/ML,India,2023,5,Public,126306,11353,0.0899,5536.8,Merger/Acquisition,8.7,Medium
Dropbox,E-Commerce,Germany,2023,10,Private Equity,14231,2067,0.1453,1650.6,IPO Preparation,,Medium
eBay,Logistics,USA,2023,4,Series B,78330,13058,0.1667,80.2,Restructuring,,High
Zoom,E-Commerce,Australia,2022,8,Series B,116371,25919,0.2227,152.9,Restructuring,,High
Shopify,Cloud Computing,USA,2024,12,Public,21219,212,0.01,3721.6,Product Pivot,-5.96,Low
Spotify,Gaming,France,2022,5,Series B,49616,3744,0.0755,112.5,Market Downturn,,Medium
HP,HealthTech,UK,2023,10,Series A,26825,4139,0.1543,51.0,Regulatory Pressure,,High
IBM,Hardware,USA,2023,12,Public,15051,2733,0.1816,3716.4,IPO Preparation,1.03,High
Spotify,Cybersecurity,UK,2023,8,Private Equity,93787,27711,0.2955,1158.4,Market Downturn,,High
Stripe,Cybersecurity,India,2023,9,Public,24778,4867,0.1965,6183.3,Market Downturn,-2.19,High
Lyft,HealthTech,USA,2022,4,Public,15641,1805,0.1155,3284.5,IPO Preparation,0.46,Medium
Dropbox,Hardware,France,2022,7,Series D+,68413,3336,0.0488,676.9,Over-hiring Post-COVID,,Low
Unity,SaaS,USA,2023,2,Series C,34115,2553,0.0749,366.7,Regulatory Pressure,,Medium
Airbnb,Logistics,USA,2023,6,Series C,122558,8895,0.0726,546.5,Product Pivot,,Medium
Peloton,Cloud Computing,USA,2022,8,Public,113184,19515,0.1724,6210.8,IPO Preparation,1.42,High
Twilio,Cloud Computing,USA,2023,12,Private Equity,27952,3928,0.1406,1783.6,Restructuring,,Medium
Klarna,Social Media,UK,2023,7,Public,50891,717,0.0141,6061.6,IPO Preparation,0.44,Low
Airbnb,Gaming,USA,2023,7,Public,120788,10282,0.0851,2853.6,Merger/Acquisition,-1.2,Medium
Oracle,EdTech,India,2024,8,Public,114035,21689,0.1902,5231.2,IPO Preparation,6.59,High
HP,FinTech,USA,2022,7,Series C,143270,21223,0.1481,296.4,Over-hiring Post-COVID,,Medium
Peloton,Logistics,Brazil,2020,5,Private Equity,87211,14432,0.1655,1693.0,Regulatory Pressure,,High
LinkedIn,FinTech,Germany,2023,7,Series C,78350,11802,0.1506,314.0,Regulatory Pressure,,High
Klarna,FinTech,Australia,2023,10,Series B,110233,27570,0.2501,138.2,Market Downturn,,High
Opendoor,HealthTech,USA,2023,3,Public,2865,397,0.1389,4377.1,Cost Cutting,-9.5,Medium
Google,Cybersecurity,USA,2024,5,Series D+,98162,8748,0.0891,818.8,Regulatory Pressure,,Medium
Gorillas,Cybersecurity,USA,2024,7,Series D+,43872,2050,0.0467,407.1,Regulatory Pressure,,Low
eBay,EdTech,Germany,2024,9,Series D+,44634,6247,0.14,697.6,Over-hiring Post-COVID,,Medium
Dropbox,HealthTech,France,2023,2,Public,38323,383,0.01,7781.7,Over-hiring Post-COVID,-18.47,Low
IBM,FinTech,USA,2023,4,Series C,71658,7542,0.1053,338.3,Product Pivot,,Medium
Microsoft,Hardware,USA,2022,12,Series D+,96576,9998,0.1035,793.3,Merger/Acquisition,,Medium
Unity,SaaS,France,2022,7,Series B,133521,1447,0.0108,211.0,Over-hiring Post-COVID,,Low
Shopify,AI/ML,USA,2023,1,Series D+,49896,2282,0.0457,364.5,IPO Preparation,,Low
PayPal,Cybersecurity,India,2022,2,Public,108836,20109,0.1848,2781.1,Merger/Acquisition,-7.67,High
Dell,Logistics,UK,2024,9,Series C,32412,4487,0.1385,505.5,Product Pivot,,Medium
Airbnb,Hardware,France,2023,10,Public,57447,7361,0.1281,5091.9,IPO Preparation,-3.41,Medium
Better.com,Logistics,USA,2023,7,Series A,44887,6486,0.1445,36.1,Regulatory Pressure,,Medium
SAP,Social Media,USA,2022,12,Series C,17008,2166,0.1274,156.1,Cost Cutting,,Medium
Amazon,E-Commerce,Germany,2020,10,Public,46092,10113,0.2194,5895.4,Restructuring,-8.45,High
Klarna,AI/ML,Singapore,2020,7,Private Equity,109749,14253,0.1299,1826.7,Restructuring,,Medium
Opendoor,Cybersecurity,USA,2022,6,Series D+,2419,24,0.01,449.8,Market Downturn,,Low
Twilio,Cloud Computing,USA,2021,3,Public,43095,10791,0.2504,4719.4,Regulatory Pressure,-3.11,High
Dell,Cybersecurity,Germany,2023,10,Series C,141189,21125,0.1496,259.7,Market Downturn,,Medium
Dell,Hardware,Singapore,2024,3,Public,33798,2462,0.0729,5512.0,Cost Cutting,-1.57,Medium
Airbnb,Social Media,France,2024,2,Series B,138501,2732,0.0197,66.3,Restructuring,,Low
Wayfair,Logistics,Brazil,2023,11,Series B,14956,2268,0.1517,180.1,Market Downturn,,High
Wayfair,FinTech,USA,2022,6,Private Equity,110099,12179,0.1106,2049.5,Regulatory Pressure,,Medium
Klarna,Cloud Computing,USA,2024,4,Series D+,87176,21439,0.2459,683.8,Merger/Acquisition,,High
Unity,HealthTech,Germany,2024,5,Series D+,84221,7775,0.0923,730.7,Over-hiring Post-COVID,,Medium
Unity,Gaming,Australia,2022,3,Series B,38424,2036,0.053,113.5,Product Pivot,,Medium
SAP,FinTech,USA,2023,6,Public,24740,4741,0.1917,3443.4,IPO Preparation,-10.38,High
Snap,Gaming,USA,2022,11,Series D+,87881,17050,0.194,658.1,Market Downturn,,High
Twilio,AI/ML,Australia,2024,12,Series D+,9728,1298,0.1335,713.5,Cost Cutting,,Medium
PayPal,SaaS,USA,2024,3,Public,22186,3862,0.1741,8225.7,IPO Preparation,-1.72,High
Netflix,E-Commerce,USA,2020,8,Series D+,12420,1452,0.117,1102.9,Restructuring,,Medium
Twitter/X,SaaS,UK,2024,9,Series A,7932,1100,0.1387,55.0,Regulatory Pressure,,Medium
Meta,Cloud Computing,Germany,2023,4,Series A,111007,23666,0.2132,45.9,Cost Cutting,,High
Twilio,EdTech,Canada,2024,9,Public,131009,22274,0.17,2765.3,Product Pivot,-16.12,High
Google,Cloud Computing,USA,2023,12,Public,72225,7688,0.1065,4917.0,Product Pivot,-5.0,Medium
HP,SaaS,Germany,2024,7,Public,122264,27899,0.2282,6941.0,Cost Cutting,-0.29,High
Twilio,Cybersecurity,Germany,2020,3,Series A,59599,595,0.01,19.9,Market Downturn,,Low
Microsoft,Hardware,UK,2022,7,Public,113057,32126,0.2842,6273.1,Market Downturn,-3.11,High
Airbnb,Logistics,India,2020,1,Series C,87260,872,0.01,578.7,Restructuring,,Low
Gorillas,Cybersecurity,USA,2024,3,Public,18513,1292,0.0698,7123.6,Merger/Acquisition,9.23,Medium
PayPal,Cybersecurity,USA,2024,6,Series C,21946,2561,0.1167,469.7,Restructuring,,Medium
Meta,Hardware,USA,2024,4,Series D+,105709,11446,0.1083,869.9,Over-hiring Post-COVID,,Medium
IBM,Hardware,USA,2024,7,Series B,102761,20604,0.2005,166.5,Merger/Acquisition,,High
Stripe,AI/ML,UK,2021,3,Public,96239,3404,0.0354,3564.3,Regulatory Pressure,-5.53,Low
IBM,FinTech,France,2022,1,Series C,1057,148,0.1409,395.5,IPO Preparation,,Medium
LinkedIn,EdTech,India,2020,9,Public,131378,9688,0.0737,6308.8,Regulatory Pressure,-1.24,Medium
Microsoft,EdTech,Australia,2022,6,Series C,99643,14309,0.1436,334.8,Over-hiring Post-COVID,,Medium
Intel,Cybersecurity,USA,2022,8,Series A,25078,2879,0.1148,61.1,Restructuring,,Medium
Gorillas,Gaming,USA,2023,3,Public,75279,9593,0.1274,3922.4,Merger/Acquisition,0.69,Medium
Gorillas,AI/ML,USA,2022,8,Series A,141168,10729,0.076,37.0,Merger/Acquisition,,Medium
Salesforce,Cybersecurity,USA,2021,2,Series C,58000,4593,0.0792,311.5,Over-hiring Post-COVID,,Medium
LinkedIn,E-Commerce,USA,2022,12,Public,73034,10442,0.143,2940.8,Regulatory Pressure,2.37,Medium
Cisco,Logistics,Germany,2021,4,Series D+,10629,2077,0.1955,872.6,Cost Cutting,,High
Dell,Hardware,Brazil,2024,3,Public,12096,872,0.0721,1562.1,Market Downturn,-5.14,Medium
Opendoor,FinTech,USA,2023,10,Series C,65855,3325,0.0505,425.6,Merger/Acquisition,,Medium
PayPal,HealthTech,USA,2024,1,Series B,13474,2278,0.1691,122.2,IPO Preparation,,High
Spotify,Hardware,Canada,2022,7,Public,112504,13207,0.1174,3958.2,IPO Preparation,-2.6,Medium
Microsoft,E-Commerce,USA,2022,11,Series D+,127294,23732,0.1864,533.0,Merger/Acquisition,,High
Lyft,Gaming,Australia,2023,10,Series B,70702,3360,0.0475,108.7,Over-hiring Post-COVID,,Low
Netflix,Cloud Computing,India,2022,2,Private Equity,74942,749,0.01,1913.0,Merger/Acquisition,,Low
Unity,Cloud Computing,Singapore,2022,4,Series D+,56098,4339,0.0774,975.3,Regulatory Pressure,,Medium
Snap,SaaS,USA,2022,9,Private Equity,134226,7877,0.0587,1076.7,Over-hiring Post-COVID,,Medium
Opendoor,E-Commerce,India,2021,6,Series D+,34258,3895,0.1137,529.3,Cost Cutting,,Medium
eBay,SaaS,UK,2022,8,Series D+,24704,1705,0.0691,1010.2,IPO Preparation,,Medium
Google,Cybersecurity,India,2022,2,Series B,127809,22913,0.1793,85.3,Merger/Acquisition,,High
Salesforce,HealthTech,USA,2023,7,Series D+,31052,3010,0.0969,819.2,Product Pivot,,Medium
Twitter/X,Social Media,USA,2020,6,Series D+,141908,18737,0.132,839.6,Restructuring,,Medium
Twitter/X,Hardware,UK,2022,9,Series D+,47537,6303,0.1326,899.9,IPO Preparation,,Medium
Dropbox,Social Media,UK,2024,7,Series B,147778,20038,0.1356,161.2,Cost Cutting,,Medium
Stripe,Gaming,Australia,2021,1,Series B,35331,4171,0.1181,59.4,Product Pivot,,Medium
Klarna,Cybersecurity,Canada,2022,8,Series D+,44063,7087,0.1608,188.4,IPO Preparation,,High
Netflix,EdTech,India,2024,11,Public,18861,1062,0.0563,3865.1,Cost Cutting,-6.48,Medium
Klarna,Hardware,USA,2022,10,Series D+,41835,9703,0.232,1376.5,Market Downturn,,High
Airbnb,SaaS,Canada,2021,3,Series C,74969,7577,0.1011,542.7,Cost Cutting,,Medium
Oracle,EdTech,UK,2023,2,Public,26316,396,0.0151,8662.4,Cost Cutting,2.29,Low
LinkedIn,FinTech,Netherlands,2022,12,Series B,147191,19877,0.135,110.7,Market Downturn,,Medium
Google,HealthTech,Netherlands,2023,3,Series D+,92979,4826,0.0519,229.7,Merger/Acquisition,,Medium
Wayfair,HealthTech,USA,2024,11,Public,27319,4732,0.1732,313.9,Restructuring,-9.14,High
Klarna,Cloud Computing,Australia,2021,6,Public,143313,42530,0.2968,3771.9,Regulatory Pressure,8.74,High
Getir,AI/ML,USA,2023,3,Public,122830,7010,0.0571,4603.9,Product Pivot,-10.52,Medium
Dell,Hardware,USA,2023,10,Private Equity,9298,1362,0.1466,2280.4,IPO Preparation,,Medium
PayPal,SaaS,UK,2021,5,Public,50195,501,0.01,6735.6,Regulatory Pressure,-1.34,Low
Stripe,Gaming,USA,2023,6,Public,130044,20327,0.1563,5454.8,Over-hiring Post-COVID,-9.37,High
Microsoft,Social Media,Canada,2022,8,Series D+,9915,487,0.0491,515.2,Restructuring,,Low
HP,Gaming,USA,2023,7,Public,142657,9987,0.07,3078.4,Regulatory Pressure,-3.89,Medium
Gorillas,EdTech,USA,2021,11,Public,146580,4675,0.0319,5508.3,IPO Preparation,3.03,Low
Opendoor,EdTech,Germany,2023,8,Public,88138,15738,0.1786,6394.1,Cost Cutting,-7.07,High
Cisco,E-Commerce,Canada,2022,3,Series D+,18952,3801,0.2006,925.4,Regulatory Pressure,,High
Google,FinTech,Netherlands,2024,4,Series C,139692,17024,0.1219,175.8,Over-hiring Post-COVID,,Medium
Coinbase,Hardware,India,2020,6,Series D+,110705,5628,0.0508,1008.2,Market Downturn,,Medium
Unity,HealthTech,India,2022,11,Series D+,18670,4614,0.2472,936.3,Regulatory Pressure,,High
Stripe,Logistics,USA,2023,7,Private Equity,16759,1004,0.06,857.6,Restructuring,,Medium
Google,SaaS,USA,2023,9,Series D+,22599,225,0.01,549.0,Merger/Acquisition,,Low
PayPal,Gaming,USA,2023,1,Public,141221,22125,0.1567,6377.0,Product Pivot,-3.99,High
Opendoor,SaaS,UK,2023,8,Public,129894,4106,0.0316,4531.0,Restructuring,0.55,Low
Intel,EdTech,India,2023,8,Series D+,59758,11897,0.1991,1308.5,Restructuring,,High
Stripe,AI/ML,USA,2024,6,Series B,12305,1101,0.0895,144.1,Merger/Acquisition,,Medium
IBM,Cloud Computing,Canada,2022,4,Public,43647,7345,0.1683,4026.7,Over-hiring Post-COVID,-0.22,High
PayPal,Social Media,UK,2023,3,Series C,74780,17357,0.2321,298.8,Market Downturn,,High
Twitter/X,FinTech,USA,2024,11,Public,107277,2498,0.0233,5126.8,Merger/Acquisition,1.59,Low
Cisco,AI/ML,USA,2024,3,Series D+,98341,7348,0.0747,566.9,IPO Preparation,,Medium
Opendoor,FinTech,France,2024,6,Series B,125226,14269,0.1139,76.2,Market Downturn,,Medium
LinkedIn,E-Commerce,Canada,2022,8,Public,128859,31313,0.243,6402.8,Merger/Acquisition,2.05,High
IBM,Logistics,Netherlands,2022,7,Series C,76715,5165,0.0673,401.4,Restructuring,,Medium
Getir,EdTech,USA,2023,11,Public,113409,8215,0.0724,6207.6,Market Downturn,-6.8,Medium
Lyft,Cloud Computing,Brazil,2023,1,Series B,95865,15170,0.1583,192.7,Over-hiring Post-COVID,,High
Twitter/X,Hardware,USA,2023,11,Public,11485,847,0.0738,3916.5,Over-hiring Post-COVID,-2.3,Medium
eBay,AI/ML,USA,2023,6,Series A,12891,1704,0.1322,66.8,Product Pivot,,Medium
Airbnb,FinTech,Brazil,2024,7,Public,5361,53,0.01,3198.2,Market Downturn,4.47,Low
Salesforce,HealthTech,USA,2022,12,Series A,34864,10359,0.2971,23.8,Product Pivot,,High
Gorillas,E-Commerce,India,2024,7,Series D+,82899,1009,0.0122,236.8,IPO Preparation,,Low
Dell,HealthTech,USA,2022,9,Series C,43423,4093,0.0943,246.5,Merger/Acquisition,,Medium
